time,GHI_Wm2,sun_height,temp_air_C,wind_speed,interpolated
2020-01-01 00:10:00,0.0,0.0,1.63,2.0,0.0
2020-01-01 01:10:00,0.0,0.0,0.9,2.07,0.0
2020-01-01 02:10:00,0.0,0.0,0.53,2.48,0.0
2020-01-01 03:10:00,0.0,0.0,-0.03,2.62,0.0
2020-01-01 04:10:00,0.0,0.0,-0.35,2.48,0.0
2020-01-01 05:10:00,0.0,0.0,-0.54,2.55,0.0
2020-01-01 06:10:00,0.0,0.0,-0.74,2.62,0.0
2020-01-01 07:10:00,0.0,0.0,-0.79,2.9,0.0
2020-01-01 08:10:00,33.96,3.2,-0.57,3.03,0.0
2020-01-01 09:10:00,220.18,9.12,0.12,3.24,0.0
2020-01-01 10:10:00,315.27,13.28,1.29,3.1,0.0
2020-01-01 11:10:00,383.72,15.33,2.56,3.24,0.0
2020-01-01 12:10:00,389.15,15.08,3.42,2.97,0.0
2020-01-01 13:10:00,315.31,12.56,3.92,2.69,0.0
2020-01-01 14:10:00,195.55,7.99,3.6,2.76,0.0
2020-01-01 15:10:00,0.0,0.0,2.62,2.9,0.0
2020-01-01 16:10:00,0.0,0.0,1.55,2.97,0.0
2020-01-01 17:10:00,0.0,0.0,0.89,3.03,0.0
2020-01-01 18:10:00,0.0,0.0,0.59,3.17,0.0
2020-01-01 19:10:00,0.0,0.0,0.6,3.66,0.0
2020-01-01 20:10:00,0.0,0.0,0.52,3.72,0.0
2020-01-01 21:10:00,0.0,0.0,0.39,3.52,0.0
2020-01-01 22:10:00,0.0,0.0,0.23,3.24,0.0
2020-01-01 23:10:00,0.0,0.0,0.0,3.03,0.0
2020-01-02 00:10:00,0.0,0.0,-0.24,2.97,0.0
2020-01-02 01:10:00,0.0,0.0,-0.45,2.97,0.0
2020-01-02 02:10:00,0.0,0.0,-0.57,2.9,0.0
2020-01-02 03:10:00,0.0,0.0,-0.61,2.97,0.0
2020-01-02 04:10:00,0.0,0.0,-0.74,2.97,0.0
2020-01-02 05:10:00,0.0,0.0,-0.68,3.03,0.0
2020-01-02 06:10:00,0.0,0.0,-0.58,3.1,0.0
2020-01-02 07:10:00,0.0,0.0,-1.43,3.38,0.0
2020-01-02 08:10:00,9.94,3.22,-1.09,3.52,0.0
2020-01-02 09:10:00,63.0,9.16,-0.2,3.17,0.0
2020-01-02 10:10:00,96.78,13.34,0.72,3.31,0.0
2020-01-02 11:10:00,122.71,15.41,1.73,3.31,0.0
2020-01-02 12:10:00,112.15,15.18,2.56,3.66,0.0
2020-01-02 13:10:00,174.52,12.67,3.07,3.93,0.0
2020-01-02 14:10:00,69.38,8.11,3.4,4.07,0.0
2020-01-02 15:10:00,0.0,0.0,3.46,4.28,0.0
2020-01-02 16:10:00,0.0,0.0,3.41,4.41,0.0
2020-01-02 17:10:00,0.0,0.0,3.55,4.62,0.0
2020-01-02 18:10:00,0.0,0.0,3.72,4.62,0.0
2020-01-02 19:10:00,0.0,0.0,3.15,4.41,0.0
2020-01-02 20:10:00,0.0,0.0,3.3,4.62,0.0
2020-01-02 21:10:00,0.0,0.0,3.53,4.76,0.0
2020-01-02 22:10:00,0.0,0.0,3.7,4.83,0.0
2020-01-02 23:10:00,0.0,0.0,4.03,4.9,0.0
2020-01-03 00:10:00,0.0,0.0,4.27,5.1,0.0
2020-01-03 01:10:00,0.0,0.0,4.62,5.1,0.0
2020-01-03 02:10:00,0.0,0.0,4.95,5.03,0.0
2020-01-03 03:10:00,0.0,0.0,5.27,4.97,0.0
2020-01-03 04:10:00,0.0,0.0,5.51,4.97,0.0
2020-01-03 05:10:00,0.0,0.0,5.65,4.97,0.0
2020-01-03 06:10:00,0.0,0.0,5.75,4.97,0.0
2020-01-03 07:10:00,0.0,0.0,6.43,5.31,0.0
2020-01-03 08:10:00,43.2,3.25,6.67,5.45,0.0
2020-01-03 09:10:00,192.78,9.21,6.92,5.45,0.0
2020-01-03 10:10:00,88.03,13.41,7.29,5.52,0.0
2020-01-03 11:10:00,93.97,15.49,7.67,5.72,0.0
2020-01-03 12:10:00,41.74,15.28,8.04,6.0,0.0
2020-01-03 13:10:00,52.67,12.78,8.56,6.41,0.0
2020-01-03 14:10:00,9.94,8.23,8.54,6.41,0.0
2020-01-03 15:10:00,0.0,0.0,8.45,6.55,0.0
2020-01-03 16:10:00,0.0,0.0,8.13,6.28,0.0
2020-01-03 17:10:00,0.0,0.0,7.94,6.34,0.0
2020-01-03 18:10:00,0.0,0.0,7.36,5.72,0.0
2020-01-03 19:10:00,0.0,0.0,6.62,4.9,0.0
2020-01-03 20:10:00,0.0,0.0,5.84,4.28,0.0
2020-01-03 21:10:00,0.0,0.0,5.43,3.93,0.0
2020-01-03 22:10:00,0.0,0.0,4.97,3.52,0.0
2020-01-03 23:10:00,0.0,0.0,4.32,2.97,0.0
2020-01-04 00:10:00,0.0,0.0,3.8,3.03,0.0
2020-01-04 01:10:00,0.0,0.0,3.35,3.24,0.0
2020-01-04 02:10:00,0.0,0.0,2.87,3.38,0.0
2020-01-04 03:10:00,0.0,0.0,2.53,3.59,0.0
2020-01-04 04:10:00,0.0,0.0,2.66,3.93,0.0
2020-01-04 05:10:00,0.0,0.0,2.73,4.14,0.0
2020-01-04 06:10:00,0.0,0.0,3.01,4.34,0.0
2020-01-04 07:10:00,0.0,0.0,3.18,4.55,0.0
2020-01-04 08:10:00,39.81,3.29,3.47,4.9,0.0
2020-01-04 09:10:00,43.73,9.27,3.86,5.17,0.0
2020-01-04 10:10:00,40.75,13.48,4.16,5.52,0.0
2020-01-04 11:10:00,62.61,15.59,4.52,6.0,0.0
2020-01-04 12:10:00,120.67,15.39,4.7,5.59,0.0
2020-01-04 13:10:00,33.79,12.91,4.93,5.66,0.0
2020-01-04 14:10:00,24.85,8.37,5.02,5.52,0.0
2020-01-04 15:10:00,0.0,0.0,5.23,5.52,0.0
2020-01-04 16:10:00,0.0,0.0,5.45,5.52,0.0
2020-01-04 17:10:00,0.0,0.0,5.53,5.1,0.0
2020-01-04 18:10:00,0.0,0.0,5.56,4.69,0.0
2020-01-04 19:10:00,0.0,0.0,5.44,4.0,0.0
2020-01-04 20:10:00,0.0,0.0,5.14,3.45,0.0
2020-01-04 21:10:00,0.0,0.0,5.0,3.03,0.0
2020-01-04 22:10:00,0.0,0.0,4.92,2.28,0.0
2020-01-04 23:10:00,0.0,0.0,4.85,1.79,0.0
2020-01-05 00:10:00,0.0,0.0,4.87,1.59,0.0
2020-01-05 01:10:00,0.0,0.0,4.65,1.45,0.0
2020-01-05 02:10:00,0.0,0.0,4.66,1.17,0.0
2020-01-05 03:10:00,0.0,0.0,4.71,1.17,0.0
2020-01-05 04:10:00,0.0,0.0,4.84,1.66,0.0
2020-01-05 05:10:00,0.0,0.0,4.96,2.07,0.0
2020-01-05 06:10:00,0.0,0.0,5.06,2.21,0.0
2020-01-05 07:10:00,0.0,0.0,4.73,2.34,0.0
2020-01-05 08:10:00,11.93,3.34,4.57,2.14,0.0
2020-01-05 09:10:00,49.76,9.33,4.7,2.14,0.0
2020-01-05 10:10:00,47.71,13.56,5.07,2.69,0.0
2020-01-05 11:10:00,68.58,15.69,5.27,2.9,0.0
2020-01-05 12:10:00,60.63,15.51,5.63,3.24,0.0
2020-01-05 13:10:00,53.67,13.04,5.88,3.17,0.0
2020-01-05 14:10:00,25.84,8.51,5.78,3.03,0.0
2020-01-05 15:10:00,0.0,0.0,5.47,2.97,0.0
2020-01-05 16:10:00,0.0,0.0,4.96,2.97,0.0
2020-01-05 17:10:00,0.0,0.0,4.8,3.03,0.0
2020-01-05 18:10:00,0.0,0.0,4.67,3.03,0.0
2020-01-05 19:10:00,0.0,0.0,4.73,3.1,0.0
2020-01-05 20:10:00,0.0,0.0,4.49,2.97,0.0
2020-01-05 21:10:00,0.0,0.0,4.27,2.76,0.0
2020-01-05 22:10:00,0.0,0.0,4.05,2.62,0.0
2020-01-05 23:10:00,0.0,0.0,3.93,2.69,0.0
2020-01-06 00:10:00,0.0,0.0,3.98,2.83,0.0
2020-01-06 01:10:00,0.0,0.0,3.65,2.83,0.0
2020-01-06 02:10:00,0.0,0.0,3.69,2.83,0.0
2020-01-06 03:10:00,0.0,0.0,3.21,2.83,0.0
2020-01-06 04:10:00,0.0,0.0,3.12,2.83,0.0
2020-01-06 05:10:00,0.0,0.0,3.32,2.76,0.0
2020-01-06 06:10:00,0.0,0.0,3.33,2.69,0.0
2020-01-06 07:10:00,0.0,0.0,3.7,2.69,0.0
2020-01-06 08:10:00,10.93,3.39,3.63,2.69,0.0
2020-01-06 09:10:00,64.89,9.4,3.6,2.83,0.0
2020-01-06 10:10:00,83.15,13.65,4.07,3.17,0.0
2020-01-06 11:10:00,134.9,15.8,4.6,3.45,0.0
2020-01-06 12:10:00,392.05,15.63,4.93,3.66,0.0
2020-01-06 13:10:00,326.4,13.17,5.09,3.66,0.0
2020-01-06 14:10:00,209.63,8.65,5.08,3.38,0.0
2020-01-06 15:10:00,5.96,2.42,4.41,3.52,0.0
2020-01-06 16:10:00,0.0,0.0,3.62,3.86,0.0
2020-01-06 17:10:00,0.0,0.0,3.4,4.28,0.0
2020-01-06 18:10:00,0.0,0.0,3.39,4.62,0.0
2020-01-06 19:10:00,0.0,0.0,2.68,4.83,0.0
2020-01-06 20:10:00,0.0,0.0,2.63,4.62,0.0
2020-01-06 21:10:00,0.0,0.0,2.48,4.28,0.0
2020-01-06 22:10:00,0.0,0.0,2.4,4.21,0.0
2020-01-06 23:10:00,0.0,0.0,2.59,4.14,0.0
2020-01-07 00:10:00,0.0,0.0,2.79,3.86,0.0
2020-01-07 01:10:00,0.0,0.0,3.37,3.72,0.0
2020-01-07 02:10:00,0.0,0.0,4.0,3.79,0.0
2020-01-07 03:10:00,0.0,0.0,4.44,3.86,0.0
2020-01-07 04:10:00,0.0,0.0,4.83,3.72,0.0
2020-01-07 05:10:00,0.0,0.0,5.03,3.59,0.0
2020-01-07 06:10:00,0.0,0.0,5.37,3.59,0.0
2020-01-07 07:10:00,0.0,0.0,4.75,2.97,0.0
2020-01-07 08:10:00,19.91,3.45,4.84,2.76,0.0
2020-01-07 09:10:00,41.74,9.48,5.0,2.69,0.0
2020-01-07 10:10:00,50.69,13.75,5.6,3.59,0.0
2020-01-07 11:10:00,94.17,15.91,6.25,3.66,0.0
2020-01-07 12:10:00,119.72,15.76,6.76,3.93,0.0
2020-01-07 13:10:00,53.67,13.32,7.03,4.14,0.0
2020-01-07 14:10:00,26.83,8.8,7.09,4.14,0.0
2020-01-07 15:10:00,9.94,2.58,6.93,3.86,0.0
2020-01-07 16:10:00,0.0,0.0,6.69,3.79,0.0
2020-01-07 17:10:00,0.0,0.0,6.43,3.86,0.0
2020-01-07 18:10:00,0.0,0.0,5.89,4.14,0.0
2020-01-07 19:10:00,0.0,0.0,5.46,4.69,0.0
2020-01-07 20:10:00,0.0,0.0,5.3,5.03,0.0
2020-01-07 21:10:00,0.0,0.0,5.13,5.17,0.0
2020-01-07 22:10:00,0.0,0.0,4.94,5.17,0.0
2020-01-07 23:10:00,0.0,0.0,4.87,5.17,0.0
2020-01-08 00:10:00,0.0,0.0,4.95,5.24,0.0
2020-01-08 01:10:00,0.0,0.0,5.13,5.24,0.0
2020-01-08 02:10:00,0.0,0.0,5.49,5.31,0.0
2020-01-08 03:10:00,0.0,0.0,6.09,5.1,0.0
2020-01-08 04:10:00,0.0,0.0,6.78,4.9,0.0
2020-01-08 05:10:00,0.0,0.0,7.56,4.76,0.0
2020-01-08 06:10:00,0.0,0.0,8.28,4.83,0.0
2020-01-08 07:10:00,0.0,0.0,7.84,4.83,0.0
2020-01-08 08:10:00,11.93,3.52,8.23,4.62,0.0
2020-01-08 09:10:00,38.76,9.57,8.62,4.48,0.0
2020-01-08 10:10:00,89.92,13.86,8.98,4.55,0.0
2020-01-08 11:10:00,33.79,16.04,9.31,4.48,0.0
2020-01-08 12:10:00,63.61,15.9,9.64,4.48,0.0
2020-01-08 13:10:00,29.82,13.47,9.87,4.28,0.0
2020-01-08 14:10:00,22.86,8.96,10.02,4.0,0.0
2020-01-08 15:10:00,1.99,2.74,10.07,3.79,0.0
2020-01-08 16:10:00,0.0,0.0,10.1,3.52,0.0
2020-01-08 17:10:00,0.0,0.0,10.08,3.24,0.0
2020-01-08 18:10:00,0.0,0.0,10.04,2.97,0.0
2020-01-08 19:10:00,0.0,0.0,9.54,2.9,0.0
2020-01-08 20:10:00,0.0,0.0,9.52,2.76,0.0
2020-01-08 21:10:00,0.0,0.0,9.48,2.62,0.0
2020-01-08 22:10:00,0.0,0.0,9.38,2.21,0.0
2020-01-08 23:10:00,0.0,0.0,9.25,2.14,0.0
2020-01-09 00:10:00,0.0,0.0,9.15,2.34,0.0
2020-01-09 01:10:00,0.0,0.0,9.2,2.76,0.0
2020-01-09 02:10:00,0.0,0.0,9.29,3.38,0.0
2020-01-09 03:10:00,0.0,0.0,9.38,4.0,0.0
2020-01-09 04:10:00,0.0,0.0,9.47,4.48,0.0
2020-01-09 05:10:00,0.0,0.0,9.61,4.83,0.0
2020-01-09 06:10:00,0.0,0.0,9.81,5.03,0.0
2020-01-09 07:10:00,0.0,0.0,9.76,5.45,0.0
2020-01-09 08:10:00,7.95,3.6,10.06,5.72,0.0
2020-01-09 09:10:00,66.81,9.66,10.39,5.72,0.0
2020-01-09 10:10:00,65.6,13.97,10.67,5.72,0.0
2020-01-09 11:10:00,141.95,16.17,10.98,5.79,0.0
2020-01-09 12:10:00,139.99,16.05,11.17,5.72,0.0
2020-01-09 13:10:00,98.43,13.63,11.34,5.79,0.0
2020-01-09 14:10:00,74.36,9.12,11.32,5.59,0.0
2020-01-09 15:10:00,2.98,2.9,11.24,5.31,0.0
2020-01-09 16:10:00,0.0,0.0,11.06,5.03,0.0
2020-01-09 17:10:00,0.0,0.0,10.88,4.9,0.0
2020-01-09 18:10:00,0.0,0.0,10.74,4.76,0.0
2020-01-09 19:10:00,0.0,0.0,10.91,4.83,0.0
2020-01-09 20:10:00,0.0,0.0,10.68,4.76,0.0
2020-01-09 21:10:00,0.0,0.0,10.37,4.83,0.0
2020-01-09 22:10:00,0.0,0.0,10.21,4.97,0.0
2020-01-09 23:10:00,0.0,0.0,9.88,4.97,0.0
2020-01-10 00:10:00,0.0,0.0,9.72,4.83,0.0
2020-01-10 01:10:00,0.0,0.0,9.7,4.9,0.0
2020-01-10 02:10:00,0.0,0.0,9.61,4.9,0.0
2020-01-10 03:10:00,0.0,0.0,9.39,4.97,0.0
2020-01-10 04:10:00,0.0,0.0,9.06,4.83,0.0
2020-01-10 05:10:00,0.0,0.0,8.59,4.83,0.0
2020-01-10 06:10:00,0.0,0.0,8.02,4.34,0.0
2020-01-10 07:10:00,0.0,0.0,7.71,3.52,0.0
2020-01-10 08:10:00,2.98,3.68,7.57,3.45,0.0
2020-01-10 09:10:00,11.93,9.76,7.76,3.59,0.0
2020-01-10 10:10:00,80.3,14.09,7.81,3.79,0.0
2020-01-10 11:10:00,50.69,16.31,7.85,4.14,0.0
2020-01-10 12:10:00,63.61,16.2,7.64,3.86,0.0
2020-01-10 13:10:00,57.64,13.79,7.68,3.86,0.0
2020-01-10 14:10:00,45.72,9.29,7.41,4.14,0.0
2020-01-10 15:10:00,4.97,3.08,6.78,4.55,0.0
2020-01-10 16:10:00,0.0,0.0,6.24,4.34,0.0
2020-01-10 17:10:00,0.0,0.0,5.75,3.59,0.0
2020-01-10 18:10:00,0.0,0.0,5.34,3.1,0.0
2020-01-10 19:10:00,0.0,0.0,5.15,2.97,0.0
2020-01-10 20:10:00,0.0,0.0,5.03,2.69,0.0
2020-01-10 21:10:00,0.0,0.0,4.74,2.48,0.0
2020-01-10 22:10:00,0.0,0.0,4.65,2.28,0.0
2020-01-10 23:10:00,0.0,0.0,4.44,2.34,0.0
2020-01-11 00:10:00,0.0,0.0,4.29,2.41,0.0
2020-01-11 01:10:00,0.0,0.0,3.96,2.21,0.0
2020-01-11 02:10:00,0.0,0.0,3.66,2.34,0.0
2020-01-11 03:10:00,0.0,0.0,3.6,2.28,0.0
2020-01-11 04:10:00,0.0,0.0,3.36,2.14,0.0
2020-01-11 05:10:00,0.0,0.0,3.08,2.21,0.0
2020-01-11 06:10:00,0.0,0.0,2.94,2.41,0.0
2020-01-11 07:10:00,0.0,0.0,2.84,2.9,0.0
2020-01-11 08:10:00,12.92,3.77,2.85,3.24,0.0
2020-01-11 09:10:00,121.0,9.87,3.23,3.72,0.0
2020-01-11 10:10:00,172.95,14.21,3.83,4.14,0.0
2020-01-11 11:10:00,145.03,16.45,4.37,4.76,0.0
2020-01-11 12:10:00,168.8,16.36,4.68,5.03,0.0
2020-01-11 13:10:00,181.31,13.96,4.9,4.9,0.0
2020-01-11 14:10:00,170.06,9.47,4.98,4.97,0.0
2020-01-11 15:10:00,11.93,3.25,4.81,4.41,0.0
2020-01-11 16:10:00,0.0,0.0,4.39,4.41,0.0
2020-01-11 17:10:00,0.0,0.0,4.19,4.62,0.0
2020-01-11 18:10:00,0.0,0.0,4.16,4.83,0.0
2020-01-11 19:10:00,0.0,0.0,3.83,4.83,0.0
2020-01-11 20:10:00,0.0,0.0,3.49,4.83,0.0
2020-01-11 21:10:00,0.0,0.0,3.21,4.9,0.0
2020-01-11 22:10:00,0.0,0.0,2.97,4.83,0.0
2020-01-11 23:10:00,0.0,0.0,2.82,4.83,0.0
2020-01-12 00:10:00,0.0,0.0,2.58,4.76,0.0
2020-01-12 01:10:00,0.0,0.0,2.32,4.62,0.0
2020-01-12 02:10:00,0.0,0.0,2.15,4.55,0.0
2020-01-12 03:10:00,0.0,0.0,1.99,4.55,0.0
2020-01-12 04:10:00,0.0,0.0,1.85,4.55,0.0
2020-01-12 05:10:00,0.0,0.0,1.78,4.69,0.0
2020-01-12 06:10:00,0.0,0.0,1.85,4.83,0.0
2020-01-12 07:10:00,0.0,0.0,1.89,5.17,0.0
2020-01-12 08:10:00,21.66,3.86,1.93,5.24,0.0
2020-01-12 09:10:00,144.97,9.98,2.8,5.38,0.0
2020-01-12 10:10:00,111.79,14.35,3.96,4.9,0.0
2020-01-12 11:10:00,248.0,16.6,5.25,5.66,0.0
2020-01-12 12:10:00,79.51,16.53,6.14,5.66,0.0
2020-01-12 13:10:00,25.84,14.14,6.49,5.93,0.0
2020-01-12 14:10:00,26.83,9.65,6.73,6.28,0.0
2020-01-12 15:10:00,2.98,3.44,6.94,6.21,0.0
2020-01-12 16:10:00,0.0,0.0,7.09,6.07,0.0
2020-01-12 17:10:00,0.0,0.0,7.18,5.86,0.0
2020-01-12 18:10:00,0.0,0.0,7.0,5.66,0.0
2020-01-12 19:10:00,0.0,0.0,6.68,5.31,0.0
2020-01-12 20:10:00,0.0,0.0,6.55,5.1,0.0
2020-01-12 21:10:00,0.0,0.0,6.53,4.76,0.0
2020-01-12 22:10:00,0.0,0.0,6.49,4.41,0.0
2020-01-12 23:10:00,0.0,0.0,6.16,4.0,0.0
2020-01-13 00:10:00,0.0,0.0,6.0,3.86,0.0
2020-01-13 01:10:00,0.0,0.0,6.03,3.79,0.0
2020-01-13 02:10:00,0.0,0.0,5.76,3.79,0.0
2020-01-13 03:10:00,0.0,0.0,5.65,3.72,0.0
2020-01-13 04:10:00,0.0,0.0,5.53,3.72,0.0
2020-01-13 05:10:00,0.0,0.0,5.67,3.72,0.0
2020-01-13 06:10:00,0.0,0.0,5.75,3.79,0.0
2020-01-13 07:10:00,0.0,0.0,5.36,3.72,0.0
2020-01-13 08:10:00,10.93,3.96,5.6,3.72,0.0
2020-01-13 09:10:00,232.96,10.1,5.94,3.86,0.0
2020-01-13 10:10:00,327.08,14.49,6.48,3.59,0.0
2020-01-13 11:10:00,325.42,16.76,6.67,4.07,0.0
2020-01-13 12:10:00,136.58,16.7,7.04,4.34,0.0
2020-01-13 13:10:00,127.88,14.32,7.21,4.41,0.0
2020-01-13 14:10:00,82.84,9.84,7.17,4.55,0.0
2020-01-13 15:10:00,69.35,3.62,6.81,4.21,0.0
2020-01-13 16:10:00,0.0,0.0,6.19,4.34,0.0
2020-01-13 17:10:00,0.0,0.0,6.04,4.9,0.0
2020-01-13 18:10:00,0.0,0.0,6.32,5.45,0.0
2020-01-13 19:10:00,0.0,0.0,6.08,6.0,0.0
2020-01-13 20:10:00,0.0,0.0,6.61,6.28,0.0
2020-01-13 21:10:00,0.0,0.0,7.22,6.48,0.0
2020-01-13 22:10:00,0.0,0.0,7.87,6.62,0.0
2020-01-13 23:10:00,0.0,0.0,8.35,6.83,0.0
2020-01-14 00:10:00,0.0,0.0,8.63,7.1,0.0
2020-01-14 01:10:00,0.0,0.0,8.45,7.1,0.0
2020-01-14 02:10:00,0.0,0.0,8.32,7.17,0.0
2020-01-14 03:10:00,0.0,0.0,8.33,7.31,0.0
2020-01-14 04:10:00,0.0,0.0,8.48,7.52,0.0
2020-01-14 05:10:00,0.0,0.0,8.31,7.79,0.0
2020-01-14 06:10:00,0.0,0.0,7.81,7.52,0.0
2020-01-14 07:10:00,0.0,0.0,8.3,7.1,0.0
2020-01-14 08:10:00,9.94,4.07,8.05,7.1,0.0
2020-01-14 09:10:00,23.85,10.23,8.33,7.1,0.0
2020-01-14 10:10:00,108.07,14.64,8.7,6.9,0.0
2020-01-14 11:10:00,118.86,16.93,9.06,6.76,0.0
2020-01-14 12:10:00,147.42,16.88,9.49,6.76,0.0
2020-01-14 13:10:00,102.31,14.51,9.78,6.97,0.0
2020-01-14 14:10:00,126.18,10.03,9.96,7.24,0.0
2020-01-14 15:10:00,27.18,3.82,9.89,7.59,0.0
2020-01-14 16:10:00,0.0,0.0,9.84,7.52,0.0
2020-01-14 17:10:00,0.0,0.0,9.42,7.31,0.0
2020-01-14 18:10:00,0.0,0.0,9.37,7.38,0.0
2020-01-14 19:10:00,0.0,0.0,9.7,7.52,0.0
2020-01-14 20:10:00,0.0,0.0,10.07,7.52,0.0
2020-01-14 21:10:00,0.0,0.0,10.3,7.59,0.0
2020-01-14 22:10:00,0.0,0.0,10.66,7.59,0.0
2020-01-14 23:10:00,0.0,0.0,11.09,7.52,0.0
2020-01-15 00:10:00,0.0,0.0,11.13,7.24,0.0
2020-01-15 01:10:00,0.0,0.0,10.77,6.9,0.0
2020-01-15 02:10:00,0.0,0.0,10.65,6.76,0.0
2020-01-15 03:10:00,0.0,0.0,10.43,6.55,0.0
2020-01-15 04:10:00,0.0,0.0,10.01,6.41,0.0
2020-01-15 05:10:00,0.0,0.0,9.83,6.41,0.0
2020-01-15 06:10:00,0.0,0.0,9.46,6.48,0.0
2020-01-15 07:10:00,0.0,0.0,9.15,7.03,0.0
2020-01-15 08:10:00,89.56,4.19,8.82,6.97,0.0
2020-01-15 09:10:00,165.18,10.36,9.14,7.03,0.0
2020-01-15 10:10:00,223.45,14.79,9.79,6.76,0.0
2020-01-15 11:10:00,349.14,17.1,10.35,6.34,0.0
2020-01-15 12:10:00,354.1,17.07,10.63,6.34,0.0
2020-01-15 13:10:00,230.03,14.7,10.91,6.34,0.0
2020-01-15 14:10:00,201.97,10.23,11.23,7.24,0.0
2020-01-15 15:10:00,22.56,4.01,11.25,6.9,0.0
2020-01-15 16:10:00,0.0,0.0,11.17,6.76,0.0
2020-01-15 17:10:00,0.0,0.0,10.61,6.41,0.0
2020-01-15 18:10:00,0.0,0.0,10.17,6.14,0.0
2020-01-15 19:10:00,0.0,0.0,9.44,5.79,0.0
2020-01-15 20:10:00,0.0,0.0,9.15,5.1,0.0
2020-01-15 21:10:00,0.0,0.0,8.5,4.21,0.0
2020-01-15 22:10:00,0.0,0.0,7.88,3.52,0.0
2020-01-15 23:10:00,0.0,0.0,7.22,3.31,0.0
2020-01-16 00:10:00,0.0,0.0,6.51,3.1,0.0
2020-01-16 01:10:00,0.0,0.0,5.97,2.9,0.0
2020-01-16 02:10:00,0.0,0.0,5.39,2.76,0.0
2020-01-16 03:10:00,0.0,0.0,4.92,2.69,0.0
2020-01-16 04:10:00,0.0,0.0,4.62,2.69,0.0
2020-01-16 05:10:00,0.0,0.0,4.43,2.83,0.0
2020-01-16 06:10:00,0.0,0.0,4.35,2.83,0.0
2020-01-16 07:10:00,0.0,0.0,3.77,2.48,0.0
2020-01-16 08:10:00,94.33,4.31,4.1,2.62,0.0
2020-01-16 09:10:00,227.04,10.51,5.33,2.76,0.0
2020-01-16 10:10:00,348.85,14.95,7.06,3.52,0.0
2020-01-16 11:10:00,401.76,17.28,8.4,4.41,0.0
2020-01-16 12:10:00,411.0,17.26,9.08,5.03,0.0
2020-01-16 13:10:00,272.5,14.91,9.62,5.17,0.0
2020-01-16 14:10:00,238.43,10.43,9.76,4.41,0.0
2020-01-16 15:10:00,83.24,4.22,9.48,4.28,0.0
2020-01-16 16:10:00,0.0,0.0,8.56,4.28,0.0
2020-01-16 17:10:00,0.0,0.0,7.98,4.34,0.0
2020-01-16 18:10:00,0.0,0.0,7.74,4.62,0.0
2020-01-16 19:10:00,0.0,0.0,7.8,4.83,0.0
2020-01-16 20:10:00,0.0,0.0,7.92,5.24,0.0
2020-01-16 21:10:00,0.0,0.0,8.05,5.38,0.0
2020-01-16 22:10:00,0.0,0.0,8.18,5.38,0.0
2020-01-16 23:10:00,0.0,0.0,8.2,5.31,0.0
2020-01-17 00:10:00,0.0,0.0,8.16,5.17,0.0
2020-01-17 01:10:00,0.0,0.0,7.94,5.1,0.0
2020-01-17 02:10:00,0.0,0.0,7.72,5.17,0.0
2020-01-17 03:10:00,0.0,0.0,7.49,5.24,0.0
2020-01-17 04:10:00,0.0,0.0,7.22,5.1,0.0
2020-01-17 05:10:00,0.0,0.0,6.92,4.97,0.0
2020-01-17 06:10:00,0.0,0.0,6.58,4.83,0.0
2020-01-17 07:10:00,0.0,0.0,6.8,5.17,0.0
2020-01-17 08:10:00,61.21,4.44,6.6,5.1,0.0
2020-01-17 09:10:00,14.91,10.65,7.23,5.03,0.0
2020-01-17 10:10:00,46.71,15.12,7.99,4.28,0.0
2020-01-17 11:10:00,141.9,17.47,8.7,4.21,0.0
2020-01-17 12:10:00,57.64,17.46,9.42,4.34,0.0
2020-01-17 13:10:00,100.38,15.11,9.76,3.93,0.0
2020-01-17 14:10:00,43.73,10.64,9.67,4.62,0.0
2020-01-17 15:10:00,6.96,4.42,9.13,4.34,0.0
2020-01-17 16:10:00,0.0,0.0,8.45,4.34,0.0
2020-01-17 17:10:00,0.0,0.0,8.02,4.62,0.0
2020-01-17 18:10:00,0.0,0.0,7.52,4.76,0.0
2020-01-17 19:10:00,0.0,0.0,6.86,4.97,0.0
2020-01-17 20:10:00,0.0,0.0,6.25,5.24,0.0
2020-01-17 21:10:00,0.0,0.0,5.62,5.1,0.0
2020-01-17 22:10:00,0.0,0.0,5.18,4.9,0.0
2020-01-17 23:10:00,0.0,0.0,4.78,4.55,0.0
2020-01-18 00:10:00,0.0,0.0,4.27,4.21,0.0
2020-01-18 01:10:00,0.0,0.0,3.88,4.07,0.0
2020-01-18 02:10:00,0.0,0.0,3.56,3.93,0.0
2020-01-18 03:10:00,0.0,0.0,3.46,4.0,0.0
2020-01-18 04:10:00,0.0,0.0,3.55,4.14,0.0
2020-01-18 05:10:00,0.0,0.0,3.6,4.14,0.0
2020-01-18 06:10:00,0.0,0.0,3.52,4.0,0.0
2020-01-18 07:10:00,0.0,0.0,3.36,3.93,0.0
2020-01-18 08:10:00,80.28,4.58,3.18,4.0,0.0
2020-01-18 09:10:00,42.74,10.81,3.4,4.41,0.0
2020-01-18 10:10:00,68.58,15.3,3.84,4.28,0.0
2020-01-18 11:10:00,99.05,17.66,4.32,3.72,0.0
2020-01-18 12:10:00,61.62,17.67,4.78,3.59,0.0
2020-01-18 13:10:00,86.19,15.33,5.01,3.52,0.0
