npv_eur,irr_pct,lcoe_ct_kwh,payback_years,discounted_payback_years,total_capex_eur,total_revenue_20yr,total_opex_20yr,total_yield_20yr_mwh,discount_rate_pct
537723.0,18.94,9.84,5.3,6.5,407400.0,1957443.0,273346.0,9822.0,6.0
